No. Adq.,Título,Autor,Vol/Tomo/Año,Clasificación,ISBN/ISSN,Estado,Tipo,Colección,,,
47750,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t3 (2001),PQ7297 N455,968-15-1666-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47740,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t2 (2001),PN6110 M516,968-15-1720-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47739,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t1 (2001),PQ7297 C965m,968-15-1842-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47289,THE PLAYS AND SONNETS,[*SIN AUTOR*],v27 t2 (1981),GV865 .A1 C665,968-23-2186-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
470,QUE SON LAS DROGAS : DESDE EL ALCOHOL Y EL TABACO HASTA EL EXTASIS Y LA HEROINA,"STOPPARD, MIRIAM",-1999,AC9 B846 v.53,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46842,"VISIONES CORTAZARIANAS : HISTORIA, POLITICA Y LITERATURA HACIA EL FIN DEL MILENIO",[*SIN AUTOR*],-1996,PR6073 W752 2002,970-651-595-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46841,"CUENTOS, FABULAS Y LO DEMAS ES SILENCIO","MONTERROSO, AUGUSTO, 1921-2003",-1996,PS3555 .E45 E47,84-666-1101-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46839,NOVELAS BREVES,"GARCIA PONCE, JUAN",-1997,PT7511 L425 2004,970-777-002-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46821,FUNDAMENTOS DE LA CIENCIA EMPIRICA DE LA LITERATURA : EL AMBITO DE ACTUACION SOCIAL LITERATURA,"SCHMIDT, SIEGFRIED J.",-1990,PL853 .I35 L727,84-95908-87-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46820,EL TELEFONO,"GONZALEZ, RAMSES",-1998,PR6063 .I319 M643,84-01-01475-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46815,CULTIVA TU TALENTO LITERARIO,"FRANK, THAISA",-1996,PR6066 P982,84-406-3296-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46796,Y MATARAZO NO LLAMO...,"GARRO, ELENA",-1996,PQ7298.32 .I55 V759,968-867-241-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46794,EL TAMBOR DE HOJALATA,"GRASS, GUNTER",-1999,PQ7298.23 A795 M423p,968-6941-81-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46790,GRAMATICA PARDA,"GARCIA HORTELANO, JUAN",-1992,PQ7298.41 A776,968-59-5757-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46787,ESTA MAÑANA Y OTROS CUENTOS,"BENEDETTI, MARIO",-2002,PQ7297 U81,970-24-0106-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46781,LA CIUDAD Y LOS PERROS,"VARGAS LLOSA, MARIO, 1936-.",-1999,PS3552 .R635 S433,970-690-643-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46777,MIENTRAS ELLAS DUERMEN,"MARIAS, JAVIER, 1951-",-2000,PS3560 J54,84-08-0476-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46769,LAS MUJERES DE ADRIANO,"AGUILAR CARMIN, HECTOR",-2001,PQ2719 S244 2004,84-253-3873-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46764,FINALES DE AJEDREZ : LA MEJOR OPCION PARA LLEVAR LAS PARTIDAS A BUEN TERMINO,"SOLTIS, ANDREW",-2002,PQ7297 G633,970-37-0120-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46763,BESTIARIO,"CORTAZAR, JULIO",-1991,PS3566 .R487 P935,84-253-3903-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46758,DEMASIADO AMOR,"SEFCHOVICH, SARA",-2001,PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46757,ROSAS DE PAPEL,"NOLLA, OLGA",-2002,PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46751,LA SEÑORA DE LOS SUEÑOS,"SEFCHOVICH, SARA",-2001,BX1378.5 S693,84-666-0478-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46739,DICCIONARIO CRITICO DE LAS LETRAS MEXICANAS EN EL SIGLO XIX,"CARBALLO, EMMANUEL",-2001,PQ7298.12 .L35 B635 2002,970-24-0351-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46733,THE PLAYS AND SONNETS,[*SIN AUTOR*],v26 t1 (1981),F1205 S453 2002,970-651-643-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46729,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v10 (2002),PS3553 C266,84-406-1648-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46725,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v9 (2002),PM3082 V977,968-27-0824-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46721,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v8 (2002),PS3795 H838,970-37-0160-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46712,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v7 (2002),PG5040.31 .R33 U72,84-666-1963-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46711,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v6 (2002),PS3570 .R59418 T858,84-406-9091-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46710,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v5 (2002),PS3531 .U45 P982,84-406-8409-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46700,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v4 (2002),PQ7298.32 .O47 V932,968-6941-84-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46698,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v3 (2002),PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46697,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v2 (2002),PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46696,HISTORIA DE LA LITERATURA UNIVERSAL,"RIQUER, MARTIN DE",v1 (2002),PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46695,TROILUS AND CRESSIDA AND THE CANTERBURRY TALES,"CHAUCER, GODOFREDO,1340?-1400",v22 (1952),PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46694,THE DIVINE COMEDY,"DANTE ALIGHIERI, 1265-1321",v21 (1952),PQ2607 .R86 D795,84-666-1707-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46687,WILLIAM SHAKESPEARE : OTELO [VIDEOCASETE],[*SIN AUTOR*],v1 (1988),PQ9698.13 .O3546 C672z,968-59-5789-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46686,WILLIAM SHAKESPEARE : OTELO [VIDEOCASETE],[*SIN AUTOR*],v2 (1988),PQ9698.13 .O3546 C672p,968-59-5783-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46683,TEMPLO MAYOR [VIDEOCASETE],"MONSIVAIS, CARLOS",-1998,PQ6617 I76,84-666-1221-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46682,MONTE ALBAN [VIDEOCASETE],"GLANTZ, MARGO",-1998,PQ6617 I76,84-666-1221-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46596,CALAKMUL [VIDEOCASETE],"HUERTA, DAVID",-1998,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
46272,CAMPECHE : PUERTA DEL MAR Y TIERRA [VIDEOCASETE],[*SIN AUTOR*],-2000,PQ6617 I76,84-666-1221-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45927,CANTONA [VIDEOCASETE],"BOULLOSA, CARMEN",-1998,PQ1842 M721,84-8403-701-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45926,T. S. ELIOT TIERRA BALDIA [VIDEOCASETE],[*SIN AUTOR*],-1988,PR4852 K57,84-8403-885-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45925,PETER BROOK'S EL MAHABHARATA [VIDEOCASETE],[*SIN AUTOR*],v1 (1989),PR5318 S431,84-8403-644-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45923,PETER BROOK'S EL MAHABHARATA [VIDEOCASETE],[*SIN AUTOR*],v2 (1989),PG3462 G669,84-8403-711-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45919,PETER BROOK'S EL MAHABHARATA [VIDEOCASETE],[*SIN AUTOR*],v3 (1989),PT2653 .W42 Z97,970-666-780-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45918,HENRIK IBSEN [VIDEOCASETE],[*SIN AUTOR*],-1988,PR2794 .M52 S527,84-9764-469-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45917,IDA Y VUELTA : SALVADOR ELIZONDO [VIDEOCASETE],[*SIN AUTOR*],-1999,PT2621 K11,84-9764-460-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45915,MEXICO EN UNA NUEZ [VIDEOCASETE],[*SIN AUTOR*],-1999,C PS1097 B588,84-9764-475-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45914,"RAMON XIRAU : FILOSOFIA, POESIA Y VIDA [VIDEOCASETE]",[*SIN AUTOR*],-2000,PQ6555 P434m,84-9764-451-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45913,VIRGINIA WOOLF : LA SEÑORA DALLOWAY [VIDEOCASETE],[*SIN AUTOR*],-1988,PQ6426 R741,84-9764-356-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45912,XOCHICALCO [VIDEOCASETE],"AGUSTIN, JOSE",-1998,PS2617 P743,84-9764-462-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45911,QUIAHUIZTLAN [VIDEOCASETE],"PITOL, SERGIO",-1998,PS2617 P743,84-9764-462-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45474,FRANZ KAFKA : EL PROCESO [VIDEOCASETE],[*SIN AUTOR*],-1988,C F1296 M533,968-50-596-40,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45331,FERNANDO BENITEZ : EVOCACIONES [VIDEOCASETE],[*SIN AUTOR*],-1999,C PQ7297 .P3 P116,968-411-370-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45169,REGRESO A MONTPARHASSE [VIDEOCASETE],[*SIN AUTOR*],v3 (1990),PQ7297 T693 v.1,970-640-120-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45162,REGRESO A MONTPARHASSE [VIDEOCASETE],[*SIN AUTOR*],v4 (1990),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45161,REGRESO A MONTPARHASSE [VIDEOCASETE],[*SIN AUTOR*],v1 (1990),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45159,REGRESO A MONTPARHASSE [VIDEOCASETE],[*SIN AUTOR*],v5 (1990),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45158,REGRESO A MONTPARHASSE [VIDEOCASETE],[*SIN AUTOR*],v2 (1990),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45157,FIÓDOR DOSTOIVSKI : CRIMEN Y CASTIGO [VIDEOCASETE],[*SIN AUTOR*],-1988,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45156,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v13 (1998),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45155,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v12 (1998),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45154,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v11 (1998),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45153,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v10 (1998),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45152,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v9 (1998),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
45151,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v8 (1998),B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
449,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v7 (1998),AC1 G786 v.26-27,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43680,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v6 (1998),HV5801 S883,950-15-2048-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43440,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v5 (1998),PQ7797 .C73 V831,968-19-0306-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43425,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v4 (1998),PQ7297 M778,968-19-0250-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43419,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v3 (1998),PQ7298.17 .A7 G216,968-19-0341-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43404,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v2 (1998),PN45 S354,84-306-0208-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43394,ONDA LIBROS [VIDEOCASETE],[*SIN AUTOR*],v1 (1998),PQ7298 G643,970-05-0882-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43386,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v14 (199),PE1408 F828,84-7953-155-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43377,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v13 (199),PQ7297 G243,970-05-0724-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43347,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v12 (199),PT2613 .R338 G768 1999,950-07-1467-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43331,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v11 (199),PQ6613 .A7595 G216,84-253-2903-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43309,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v10 (199),PQ8519 B462e,968-19-1143-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43306,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v9 (199),PQ8498.32 .A65 V297c,968-19-0397-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43305,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v8 (199),PQ6663 .A72 M333,84-204-4197-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43304,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v7 (199),PQ7298.1 .G838 A283,968-19-0902-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43300,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v6 (199),PQ6603 .L15 B638 1998,84-306-0022-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43295,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v5 (199),GV1446 S691,968-19-1091-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43279,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v4 (199),PQ7797 C827,968-19-0195-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43149,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v3 (199),PQ7298.29 .E63 S453,968-19-0807-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43145,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v2 (199),PR863.4 N793,968-19-0956-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
43143,LOS LIBROS TIENEN PALABRA [VIDEOCASETE],[*SIN AUTOR*],v1 (199),PQ7298.29 .E44 S453,968-19-0903-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42734,EL QUIJOTE [VIDEOCASETE],"CERVANTES SAAVEDRA, MIGUEL DE",v3 (20),C PQ7150 C263,970-651-555-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
422,EL QUIJOTE [VIDEOCASETE],"CERVANTES SAAVEDRA, MIGUEL DE",v2 (20),AC1 G786 v.26-27,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42040,EL QUIJOTE [VIDEOCASETE],"CERVANTES SAAVEDRA, MIGUEL DE",v1 (20),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42039,ESPAÑA EN LA OBRA DE ALFONSO REYES,"PEREA, HECTOR",-1997,C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42038,THE CONFESSIONS ; THE CITY OF GOOD ; ON CHRISTIAN DOCTRINE,"AGUSTIN, SAN, 354-430",v18 (1952),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42037,HISTORIAS DE MATEMATICOS Y ALGUNOS PROBLEMAS,"MATAIX LORDA, MARIANO",-1986,C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42036,LA IMPRENTA EN MEXICO (1539-1821),"MEDINA, JOSE TORIBIO",v8 (1989),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42035,LA IMPRENTA EN MEXICO (1539-1821),"MEDINA, JOSE TORIBIO",v7 (1989),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42034,LA IMPRENTA EN MEXICO (1539-1821),"MEDINA, JOSE TORIBIO",v5 (1989),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42033,LA IMPRENTA EN MEXICO (1539-1821),"MEDINA, JOSE TORIBIO",v3 (1989),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42032,LA IMPRENTA EN MEXICO (1539-1821),"MEDINA, JOSE TORIBIO",v2 (1989),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
42031,LA IMPRENTA EN MEXICO (1539-1821),"MEDINA, JOSE TORIBIO",v1 (1989),C PN593 R594 2002,84-08-45560-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
408,EL BALCON BARROCO,"JITRIK, NOE",-1988,AC1 G786 v.22,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
407,GRAFFITI NOTAS SOBRE CRITICA Y LITERATURA,"PEREIRA, ARMANDO",-1989,AC1 G786 v.21,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400883,CRITICA Y ARTICULOS LITERARIOS,"SIERRA, JUSTO",-1984,V PN1995.9 W719,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400882,ANUARIO DE LETRAS,[*SIN AUTOR*],-1992,V PN1995.9 W719,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400881,LECTURA IDEOLOGICA DE CALDERON,"AMEZCUA, JOSE",-1991,V GN555 .M6 M754,03-1999-061222363400,DISPONIBLE,Videos,CENTRO DE INFORMACION,,,
400874,EL ESTIERCOL DE MELIHEA Y OTROS ENSAYOS,"FERNANDEZ, SERGIO",-1991,V GN555 .M6 G545,03-1999-062212364100,DISPONIBLE,Videos,CENTRO DE INFORMACION,,,
400870,ESPEJO EN EL CAMINO,[*SIN AUTOR*],-1988,V GN555 .M6 H887,03-1999-062212410300,DISPONIBLE,Videos,CENTRO DE INFORMACION,,,
400869,CONQUISTAR EL ECO LA PARADOJA DE LA CONCIENCA CRIOLLA,"OSORIO ROMERO, IGNACIO",-1989,V GN555 .M6 C186p,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400868,LA QUERELLA DE MARTIN LUIS GUZMAN,"CURIEL, FERNANDO",-1993,V GN555 .M6 B764,03-1999-062212383600,DISPONIBLE,Videos,CENTRO DE INFORMACION,,,
400865,NAVA TELLVS,[*SIN AUTOR*],-1993,V PS3509 .E4 T111,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400858,ENSAYOS HETERODOXOS,[*SIN AUTOR*],-1991,V PS3552 .R5 P478,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400857,"EL DISCURSO CRITICO DE CERVANTES EN ""EL CAUTIVO""","ILLADES, GUSTAVO",-1990,V PS3552 .R5 P478,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400856,PERIPLO ITALIANO : NOTAS SOBRE LOS NARRADORES ITALIANOS DE LOS PRIMEROS SIGLOS,"CROCE, ELENA",-1987,V PS3552 .R5 P478,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400847,EL PENSAMIENTO SOCIAL Y POLITICO DEL QUIJOTE : INTERPRETACION HISTORICO-MATERIALISTA,"OSTERC, LUDOVIK",-1988,V PT8890 .I27 H518,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400841,LA LITERATURA RUSA,"SLONIM, MARC",-1962,V PN1995.9 .S62 I18,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400838,LA LITERATURA JAPONESA,"KEENE, DONALD",-1956,V F1226 .R49 M611,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400834,LA CAPA DE OZONO : LA TIERRA EN PELIGRO,"FISHER, MARSHAL",-1993,V PQ7297 .X5 R175,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400822,MAL DE OJO : INICIACION A LA LITERATURA ICONICA,"CURIEL, FERNANDO",-1989,V PS3501 .W66 V817,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400807,EL AZOGUE Y LA GRANADA : GILBERTO OWEN EN SU DISCURSO AMOROSO,"QUIRARTE, VICENTE",-1990,V GN555 .M6 A282,03-1999-062212385000,DISPONIBLE,Videos,CENTRO DE INFORMACION,,,
400805,"HERMENEUTICA, PSICOANALISIS Y LITERATURA",[*SIN AUTOR*],-1990,V GN555 .M6 P681,03-1999-062212374100,DISPONIBLE,Videos,CENTRO DE INFORMACION,,,
400787,GRANDES OBRAS DE LA LITERATURA,[*SIN AUTOR*],-1980,V PT2621 .K33 F837,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400784,LITERATURA Y BIOGRAFIA EN JOSE MARIA ARGUEDAS,"DIAZ RUIZ, IGNACIO",-1991,V PN7297 .B45 F363,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400781,LA LITERATURA A TRAVES DE LOS TIEMPOS,[*SIN AUTOR*],-1980,V PN1995 .A5 R343,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400780,WORKING SMART : HOW TO USE MICROCOMPUTERS TO DO USEFUL WORK,"MICK, COLIN K.",-1984,V PN1995 .A5 R343,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400778,AESCHYLUS ; SOPHOCLES ; EURIPIDES ; ARISTOPHANES,[*SIN AUTOR*],v2 (1952),V PN1995 .A5 R343,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400776,THE ILIAD OF HOMER AND THE ODYSSEY,[*SIN AUTOR*],v4 (1952),V PN1995 .A5 R343,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400769,LECTURAS CLASICAS PARA NIÑOS,[*SIN AUTOR*],-1984,V PN1995 .A5 R343,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400762,THE GREAT IDEAS : A SYNTOPICON,[*SIN AUTOR*],v3 (1952),V PG3328 .D68 F517,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400532,THE GREAT IDEAS : A SYNTOPICON,[*SIN AUTOR*],v2 (1952),V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400531,MIL LIBROS,"NUEDA, LUIS",v2 (1972),V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400530,THE BROTHERS KARAMAZOV,"DOSTOIEVSKI, FEDOR MIJAILOVICH, 1821-1881",-1952,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400529,WAR AND PEACE,"TOLSTOY, LEO, CONDE, 1828-1910",-1952,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400528,MOBY DICK ; OR THE WHALE,"MELVILLE, HERMAN, 1819-1891",v48 (1952),V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400527,LEYENDAS DE ZACATECAS : CUENTOS Y RELATOS,[*SIN AUTOR*],-1991,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400526,EL ARDIENTE VERANO,"MAGDALENO, MAURICIO",-1965,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400525,HISTORIA DE LO INMEDIATO,"LEDUC, RENATO",-1976,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400524,"INTRODUCCION AL ESTUDIO DE GRECIA : HISTORIA, ANTIGUEDADES Y LITERATURA","PETRIE, A.",-1946,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400523,"LOS SENDEROS DE LA IMAGINACION INFANTIL : LOS CUENTOS, LOS POEMAS, LA REALIDAD","JEAN, GEORGES",-1990,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400522,LIBROS DE LITERATURA DONADOS POR CONACULTA,[sin autor],(-201),V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400521,FUGAS EN MI MENOR,"SANTANA, ARTURO, 1949-",-1990,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400520,VENTANAS VACIAS,"VIDALES, AURA MARIA, 1958-",-1990,V PN44 O58,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400462,EL JAPON Y SUS EPOCAS LITERARIAS,"PIGEOT, JACQUELINE",-1986,V PN171 L697,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
400461,LA NOVELA PICARESCA,"SOVILLER, DIDIER",-1985,V PN171 L697,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
